name,description,images,location,price,propertyType,postedBy,amenities,status,createdBy,createdAt
Apartment 71,Synthetic apartment data 71 in Naga City for testing ML clustering.,['https://example.com/apartment_71.jpg'],"{'address': 'Apartment St. 71, Naga City, Camarines Sur', 'latitude': 13.634074, 'longitude': 123.198283}",2161,apartment,0208879e-32ad-4300-b680-09c7424c68f3,"['aircon', 'security', 'laundry']",available,c55bdbde-0663-4af4-9664-87b5c08c13f3,2025-10-04 05:04:08.705100
Apartment 72,Synthetic apartment data 72 in Naga City for testing ML clustering.,['https://example.com/apartment_72.jpg'],"{'address': 'Apartment St. 72, Naga City, Camarines Sur', 'latitude': 13.611453, 'longitude': 123.183074}",5135,apartment,c8dc7c1b-74a3-4b1b-93f0-c70fcce31963,"['balcony', 'security', 'aircon']",fully booked,0ba16c19-ee17-4187-a970-68f61b7f201d,2025-10-04 05:04:08.705157
Apartment 73,Synthetic apartment data 73 in Naga City for testing ML clustering.,['https://example.com/apartment_73.jpg'],"{'address': 'Apartment St. 73, Naga City, Camarines Sur', 'latitude': 13.634389, 'longitude': 123.201476}",4226,apartment,c2449ee6-9ab0-4f46-ae68-bd3ce0bb6ca5,"['parking', 'security', 'laundry']",available,fac0929b-fb6f-4720-bedf-44b763041173,2025-10-04 05:04:08.705213
Apartment 74,Synthetic apartment data 74 in Naga City for testing ML clustering.,['https://example.com/apartment_74.jpg'],"{'address': 'Apartment St. 74, Naga City, Camarines Sur', 'latitude': 13.634766, 'longitude': 123.182683}",12936,apartment,5922749b-279c-4280-b7c7-b324d7c12805,[],available,43136d98-f8ff-4a79-bcc0-4343a6088ea1,2025-10-04 05:04:08.705267
Apartment 75,Synthetic apartment data 75 in Naga City for testing ML clustering.,['https://example.com/apartment_75.jpg'],"{'address': 'Apartment St. 75, Naga City, Camarines Sur', 'latitude': 13.630936, 'longitude': 123.190773}",7584,apartment,e4cdb005-d69e-4c51-9a75-f5ea813a2572,[],For sale,edbf811b-a3b6-4f28-9369-ec90ff36c1e6,2025-10-04 05:04:08.705325
Apartment 76,Synthetic apartment data 76 in Naga City for testing ML clustering.,['https://example.com/apartment_76.jpg'],"{'address': 'Apartment St. 76, Naga City, Camarines Sur', 'latitude': 13.622027, 'longitude': 123.193899}",9378,apartment,9334d5b3-3ee5-4212-8e4e-b3c0fc296362,"['parking', 'laundry', 'security']",For sale,ef1c093e-48b1-4a5d-a293-bad0405dfd65,2025-10-04 05:04:08.705381
Apartment 77,Synthetic apartment data 77 in Naga City for testing ML clustering.,['https://example.com/apartment_77.jpg'],"{'address': 'Apartment St. 77, Naga City, Camarines Sur', 'latitude': 13.631642, 'longitude': 123.192086}",11102,apartment,bf221082-0c04-4f4a-88ce-12fd726d509d,"['aircon', 'laundry']",For rent,518b3331-4ebd-4807-ba02-499218ca6fdb,2025-10-04 05:04:08.705437
Apartment 78,Synthetic apartment data 78 in Naga City for testing ML clustering.,['https://example.com/apartment_78.jpg'],"{'address': 'Apartment St. 78, Naga City, Camarines Sur', 'latitude': 13.601615, 'longitude': 123.201367}",1814,apartment,d5f63332-cbcc-40a1-9078-1a9cbec82908,['wifi'],available,9e82b656-658e-4320-9bc3-493b23beaedb,2025-10-04 05:04:08.705499
Apartment 79,Synthetic apartment data 79 in Naga City for testing ML clustering.,['https://example.com/apartment_79.jpg'],"{'address': 'Apartment St. 79, Naga City, Camarines Sur', 'latitude': 13.610067, 'longitude': 123.192952}",11451,apartment,b81ed4ab-bbe6-4e18-9b3c-ed2235783ecd,"['security', 'aircon']",For rent,0f008066-2c80-4905-bdc6-8ea01b6ded2e,2025-10-04 05:04:08.705557
Apartment 80,Synthetic apartment data 80 in Naga City for testing ML clustering.,['https://example.com/apartment_80.jpg'],"{'address': 'Apartment St. 80, Naga City, Camarines Sur', 'latitude': 13.623334, 'longitude': 123.194095}",10934,apartment,007b70ed-dc89-447b-ac9c-703e9559679d,['wifi'],available,239b2a4b-144a-4249-b036-938f5fa4be3f,2025-10-04 05:04:08.705613
Apartment 81,Synthetic apartment data 81 in Naga City for testing ML clustering.,['https://example.com/apartment_81.jpg'],"{'address': 'Apartment St. 81, Naga City, Camarines Sur', 'latitude': 13.627186, 'longitude': 123.19947}",14125,apartment,339ca837-7fe7-48f8-9657-cbc7aacfa20e,"['balcony', 'aircon', 'security']",For rent,b5635c6f-a870-4067-ae48-d42679b95e05,2025-10-04 05:04:08.705675
Apartment 82,Synthetic apartment data 82 in Naga City for testing ML clustering.,['https://example.com/apartment_82.jpg'],"{'address': 'Apartment St. 82, Naga City, Camarines Sur', 'latitude': 13.613468, 'longitude': 123.208561}",1763,apartment,b5f976f7-cd01-4e2b-8b33-3673ccc786db,"['aircon', 'balcony', 'laundry']",fully booked,37d5af72-5cd7-42bb-b589-da2cea2a206d,2025-10-04 05:04:08.705735
Apartment 83,Synthetic apartment data 83 in Naga City for testing ML clustering.,['https://example.com/apartment_83.jpg'],"{'address': 'Apartment St. 83, Naga City, Camarines Sur', 'latitude': 13.605572, 'longitude': 123.174379}",14366,apartment,c3c17492-75a7-4d95-b407-383bcf35e1d2,"['wifi', 'aircon', 'balcony']",For rent,1221e500-764e-4c38-ad11-e3e5ba724cf8,2025-10-04 05:04:08.705797
Apartment 84,Synthetic apartment data 84 in Naga City for testing ML clustering.,['https://example.com/apartment_84.jpg'],"{'address': 'Apartment St. 84, Naga City, Camarines Sur', 'latitude': 13.62233, 'longitude': 123.192614}",18452,apartment,4d9c33f4-07e5-4b02-a0e5-783cd031167c,['parking'],available,23c40c08-873d-4896-8c7a-ae0a87678fc6,2025-10-04 05:04:08.705857
Apartment 85,Synthetic apartment data 85 in Naga City for testing ML clustering.,['https://example.com/apartment_85.jpg'],"{'address': 'Apartment St. 85, Naga City, Camarines Sur', 'latitude': 13.635047, 'longitude': 123.179334}",7560,apartment,db4bbb95-8f12-4cde-9d83-fec0ca345785,"['security', 'balcony']",fully booked,37dc67ee-11f3-413b-a27d-418c61bcbdd4,2025-10-04 05:04:08.705913
Apartment 86,Synthetic apartment data 86 in Naga City for testing ML clustering.,['https://example.com/apartment_86.jpg'],"{'address': 'Apartment St. 86, Naga City, Camarines Sur', 'latitude': 13.631343, 'longitude': 123.198248}",1514,apartment,eea32e42-dc9d-4301-ad3c-4565ae3d7de3,['laundry'],fully booked,8421c4a4-7820-4ef5-85ae-497484289cbd,2025-10-04 05:04:08.705968
Apartment 87,Synthetic apartment data 87 in Naga City for testing ML clustering.,['https://example.com/apartment_87.jpg'],"{'address': 'Apartment St. 87, Naga City, Camarines Sur', 'latitude': 13.626808, 'longitude': 123.180874}",2171,apartment,bd76b594-aac4-4e20-a57a-6524200ec7d3,[],For rent,af571a71-7b2a-49ef-8851-0f242a7ef965,2025-10-04 05:04:08.706023
Apartment 88,Synthetic apartment data 88 in Naga City for testing ML clustering.,['https://example.com/apartment_88.jpg'],"{'address': 'Apartment St. 88, Naga City, Camarines Sur', 'latitude': 13.617191, 'longitude': 123.176355}",4984,apartment,4a3e1647-4f0e-4c94-b1fd-7f0677f3ab4b,[],For sale,8c8c8514-f913-434f-9747-2d3377b710bc,2025-10-04 05:04:08.706080
Apartment 89,Synthetic apartment data 89 in Naga City for testing ML clustering.,['https://example.com/apartment_89.jpg'],"{'address': 'Apartment St. 89, Naga City, Camarines Sur', 'latitude': 13.630808, 'longitude': 123.205788}",10023,apartment,edd402fc-f485-41ad-956a-b4922438777c,"['security', 'wifi']",For rent,d221e36b-623a-4587-a4a9-2d81fd2f2cd6,2025-10-04 05:04:08.706140
Apartment 90,Synthetic apartment data 90 in Naga City for testing ML clustering.,['https://example.com/apartment_90.jpg'],"{'address': 'Apartment St. 90, Naga City, Camarines Sur', 'latitude': 13.611826, 'longitude': 123.204422}",14024,apartment,20c69cd5-e6c5-4dba-a6aa-0ce4dcb49254,"['security', 'wifi']",For rent,de28ac44-83ae-4492-bd6e-cb34a6cfd8a4,2025-10-04 05:04:08.706196
Apartment 91,Synthetic apartment data 91 in Naga City for testing ML clustering.,['https://example.com/apartment_91.jpg'],"{'address': 'Apartment St. 91, Naga City, Camarines Sur', 'latitude': 13.615303, 'longitude': 123.172458}",5551,apartment,b1b109b4-0ebb-4926-8f34-4c821cecf322,"['aircon', 'parking', 'wifi']",For rent,c27ca24a-1f8f-4775-9caf-0a47df1db6db,2025-10-04 05:04:08.706261
Apartment 92,Synthetic apartment data 92 in Naga City for testing ML clustering.,['https://example.com/apartment_92.jpg'],"{'address': 'Apartment St. 92, Naga City, Camarines Sur', 'latitude': 13.607167, 'longitude': 123.19709}",6244,apartment,90387cfc-cc50-4a74-b051-e7ea87f03f53,[],fully booked,41f0ad18-7355-4145-8d9d-ec2e2ec84afa,2025-10-04 05:04:08.706317
Apartment 93,Synthetic apartment data 93 in Naga City for testing ML clustering.,['https://example.com/apartment_93.jpg'],"{'address': 'Apartment St. 93, Naga City, Camarines Sur', 'latitude': 13.613078, 'longitude': 123.171998}",2851,apartment,a2f45c10-d254-4abd-97e3-afd3be2a6a55,[],fully booked,713d52a4-a7eb-4aa6-89e2-2140ea6622a7,2025-10-04 05:04:08.706370
Apartment 94,Synthetic apartment data 94 in Naga City for testing ML clustering.,['https://example.com/apartment_94.jpg'],"{'address': 'Apartment St. 94, Naga City, Camarines Sur', 'latitude': 13.616557, 'longitude': 123.179913}",17410,apartment,e928ce37-8ebe-4095-aeef-3d6bcf4f4b68,['laundry'],available,fdcdae79-d601-4894-b5a2-2eadce3297a5,2025-10-04 05:04:08.706431
Apartment 95,Synthetic apartment data 95 in Naga City for testing ML clustering.,['https://example.com/apartment_95.jpg'],"{'address': 'Apartment St. 95, Naga City, Camarines Sur', 'latitude': 13.624449, 'longitude': 123.204271}",10356,apartment,2e636ffa-b938-4156-9046-2bc64b723a86,[],available,aa77b779-99ed-4531-8e83-d2756efeab30,2025-10-04 05:04:08.706486
Apartment 96,Synthetic apartment data 96 in Naga City for testing ML clustering.,['https://example.com/apartment_96.jpg'],"{'address': 'Apartment St. 96, Naga City, Camarines Sur', 'latitude': 13.626717, 'longitude': 123.182873}",2350,apartment,9cdf88ac-ec70-4695-9768-d340c37f75dc,"['aircon', 'balcony']",fully booked,8855448c-2e18-429a-9a3e-3849b5f06810,2025-10-04 05:04:08.706541
Apartment 97,Synthetic apartment data 97 in Naga City for testing ML clustering.,['https://example.com/apartment_97.jpg'],"{'address': 'Apartment St. 97, Naga City, Camarines Sur', 'latitude': 13.611502, 'longitude': 123.19255}",9032,apartment,42a1a87d-ea6d-4b72-b7c8-0560d8c79f9a,"['aircon', 'balcony']",available,81f21d21-efdc-46e0-b608-01af7bc84346,2025-10-04 05:04:08.706595
Apartment 98,Synthetic apartment data 98 in Naga City for testing ML clustering.,['https://example.com/apartment_98.jpg'],"{'address': 'Apartment St. 98, Naga City, Camarines Sur', 'latitude': 13.6369, 'longitude': 123.198735}",14566,apartment,29157337-bf27-409a-bad6-cb79372066d1,['aircon'],available,f14858c6-b51d-4766-9db1-69c5e111eab0,2025-10-04 05:04:08.706650
Apartment 99,Synthetic apartment data 99 in Naga City for testing ML clustering.,['https://example.com/apartment_99.jpg'],"{'address': 'Apartment St. 99, Naga City, Camarines Sur', 'latitude': 13.603691, 'longitude': 123.198275}",14426,apartment,d850c61d-1f70-4625-a345-70ea6183ab45,[],For rent,576d8904-5a87-40f3-b908-51bfc88d201c,2025-10-04 05:04:08.706705
Apartment 100,Synthetic apartment data 100 in Naga City for testing ML clustering.,['https://example.com/apartment_100.jpg'],"{'address': 'Apartment St. 100, Naga City, Camarines Sur', 'latitude': 13.613793, 'longitude': 123.17443}",4940,apartment,7072b7a5-0212-4f3d-b668-58243da59e0f,[],For rent,ea2a5520-a3ee-4224-a61a-78885bc885aa,2025-10-04 05:04:08.706764
Apartment 101,Synthetic apartment data 101 in Naga City for testing ML clustering.,['https://example.com/apartment_101.jpg'],"{'address': 'Apartment St. 101, Naga City, Camarines Sur', 'latitude': 13.620583, 'longitude': 123.207341}",11361,apartment,59827215-9db6-4e79-aed8-c5c131769860,"['wifi', 'balcony']",For rent,2ae278c1-0a6e-4790-b2b5-106c98d68314,2025-10-04 05:04:08.706825
Apartment 102,Synthetic apartment data 102 in Naga City for testing ML clustering.,['https://example.com/apartment_102.jpg'],"{'address': 'Apartment St. 102, Naga City, Camarines Sur', 'latitude': 13.626279, 'longitude': 123.171414}",1407,apartment,b394c38c-cd01-4ed1-bf5e-dfa0fb41483f,[],For sale,ed625dab-f928-4991-8c0d-85ad8fa30226,2025-10-04 05:04:08.706880
Apartment 103,Synthetic apartment data 103 in Naga City for testing ML clustering.,['https://example.com/apartment_103.jpg'],"{'address': 'Apartment St. 103, Naga City, Camarines Sur', 'latitude': 13.615146, 'longitude': 123.19222}",3311,apartment,9884a6fb-2834-4d1f-bca1-fac8c643aad9,[],For sale,b6b82ad2-58d4-4518-b7dd-f6cb73f525e5,2025-10-04 05:04:08.706934
Apartment 104,Synthetic apartment data 104 in Naga City for testing ML clustering.,['https://example.com/apartment_104.jpg'],"{'address': 'Apartment St. 104, Naga City, Camarines Sur', 'latitude': 13.633239, 'longitude': 123.192077}",19511,apartment,a8192375-8913-4f4f-b24c-9b2f52908be1,['balcony'],fully booked,97e3b996-7f2a-473f-8d1c-a87910123d54,2025-10-04 05:04:08.706988
Apartment 105,Synthetic apartment data 105 in Naga City for testing ML clustering.,['https://example.com/apartment_105.jpg'],"{'address': 'Apartment St. 105, Naga City, Camarines Sur', 'latitude': 13.606658, 'longitude': 123.18426}",15778,apartment,cc8e6e4c-074e-4171-b71a-6969b5da685c,[],available,7ee607e1-4341-4fb5-bbdc-209a8d4d7aba,2025-10-04 05:04:08.707041
Apartment 106,Synthetic apartment data 106 in Naga City for testing ML clustering.,['https://example.com/apartment_106.jpg'],"{'address': 'Apartment St. 106, Naga City, Camarines Sur', 'latitude': 13.605126, 'longitude': 123.195233}",14271,apartment,96825025-b218-4c69-951b-3d644b5c1a10,"['laundry', 'balcony', 'parking']",fully booked,b930cf2e-cec1-48ff-8835-c023290735f8,2025-10-04 05:04:08.707097
Apartment 107,Synthetic apartment data 107 in Naga City for testing ML clustering.,['https://example.com/apartment_107.jpg'],"{'address': 'Apartment St. 107, Naga City, Camarines Sur', 'latitude': 13.636635, 'longitude': 123.194436}",12430,apartment,76a5381c-4c9e-422b-ae92-3f6bc6608542,"['aircon', 'security', 'balcony']",fully booked,3b675530-6590-46ed-adf1-1f5d05a903b0,2025-10-04 05:04:08.707152
Apartment 108,Synthetic apartment data 108 in Naga City for testing ML clustering.,['https://example.com/apartment_108.jpg'],"{'address': 'Apartment St. 108, Naga City, Camarines Sur', 'latitude': 13.629401, 'longitude': 123.188278}",17394,apartment,f813ae83-515c-45fd-ba26-2526836b1dc9,['aircon'],fully booked,b4163a02-85f4-48f8-ab69-02874899934c,2025-10-04 05:04:08.707206
Apartment 109,Synthetic apartment data 109 in Naga City for testing ML clustering.,['https://example.com/apartment_109.jpg'],"{'address': 'Apartment St. 109, Naga City, Camarines Sur', 'latitude': 13.602073, 'longitude': 123.176522}",12510,apartment,002c3972-c029-4c9e-836a-d34aa1fc211e,['wifi'],fully booked,0358c2ba-46ef-495b-bf9b-72c938810620,2025-10-04 05:04:08.707262
Apartment 110,Synthetic apartment data 110 in Naga City for testing ML clustering.,['https://example.com/apartment_110.jpg'],"{'address': 'Apartment St. 110, Naga City, Camarines Sur', 'latitude': 13.626884, 'longitude': 123.181605}",8072,apartment,272bf8fe-8398-4f18-9ebf-4b82cf4b5197,['security'],For sale,5207f6b4-f21d-417d-868f-d0bbaef412f3,2025-10-04 05:04:08.707323
Apartment 111,Synthetic apartment data 111 in Naga City for testing ML clustering.,['https://example.com/apartment_111.jpg'],"{'address': 'Apartment St. 111, Naga City, Camarines Sur', 'latitude': 13.619098, 'longitude': 123.202375}",9333,apartment,673ad658-8e1b-4f42-b246-78b85d5418b4,"['laundry', 'aircon']",available,3e2c92e5-c282-4d5d-9d2c-aa849c2fb010,2025-10-04 05:04:08.707382
Apartment 112,Synthetic apartment data 112 in Naga City for testing ML clustering.,['https://example.com/apartment_112.jpg'],"{'address': 'Apartment St. 112, Naga City, Camarines Sur', 'latitude': 13.601553, 'longitude': 123.170024}",4371,apartment,ac0677ff-0fb7-4b9a-bbcf-6f01bcaa8ae8,"['wifi', 'aircon', 'balcony']",fully booked,559aedb3-3796-4ad3-8733-9d8c63e10ed6,2025-10-04 05:04:08.707438
Apartment 113,Synthetic apartment data 113 in Naga City for testing ML clustering.,['https://example.com/apartment_113.jpg'],"{'address': 'Apartment St. 113, Naga City, Camarines Sur', 'latitude': 13.601911, 'longitude': 123.20385}",9891,apartment,280d580a-2864-4682-b73d-f6a1043065b5,"['laundry', 'security', 'aircon']",available,10d417be-fcc2-4124-afd2-ed4f1e0b7d91,2025-10-04 05:04:08.707497
Apartment 114,Synthetic apartment data 114 in Naga City for testing ML clustering.,['https://example.com/apartment_114.jpg'],"{'address': 'Apartment St. 114, Naga City, Camarines Sur', 'latitude': 13.637199, 'longitude': 123.171085}",4723,apartment,a0d574ab-1a4b-460c-b9d4-277d52cae63b,['wifi'],available,4c09cb2d-3904-4ee5-9728-fef2a4317014,2025-10-04 05:04:08.707553
Apartment 115,Synthetic apartment data 115 in Naga City for testing ML clustering.,['https://example.com/apartment_115.jpg'],"{'address': 'Apartment St. 115, Naga City, Camarines Sur', 'latitude': 13.60696, 'longitude': 123.193783}",10628,apartment,58a9271b-3c64-43ad-b236-2f763857d6b0,['security'],fully booked,f248c22c-d06a-41a8-81b6-abb0cd20f7f0,2025-10-04 05:04:08.707608
Apartment 116,Synthetic apartment data 116 in Naga City for testing ML clustering.,['https://example.com/apartment_116.jpg'],"{'address': 'Apartment St. 116, Naga City, Camarines Sur', 'latitude': 13.610258, 'longitude': 123.203538}",3840,apartment,226b9d3a-f5a1-4f6c-a80e-4365c1a2c3ee,[],available,3b2d7265-44c7-4347-bd0e-b5638f8cc702,2025-10-04 05:04:08.707661
Apartment 117,Synthetic apartment data 117 in Naga City for testing ML clustering.,['https://example.com/apartment_117.jpg'],"{'address': 'Apartment St. 117, Naga City, Camarines Sur', 'latitude': 13.623818, 'longitude': 123.207655}",12253,apartment,16d3b090-3ae2-4b2c-82ae-83ef844aed55,[],For rent,b95ec47a-f611-49b5-afee-1dcfdd498e73,2025-10-04 05:04:08.707714
Apartment 118,Synthetic apartment data 118 in Naga City for testing ML clustering.,['https://example.com/apartment_118.jpg'],"{'address': 'Apartment St. 118, Naga City, Camarines Sur', 'latitude': 13.606056, 'longitude': 123.190171}",15072,apartment,61fafb1c-485d-49da-85ce-5656add6265d,"['balcony', 'security']",fully booked,e4886766-be01-457b-a577-bf3c388521c9,2025-10-04 05:04:08.707779
Apartment 119,Synthetic apartment data 119 in Naga City for testing ML clustering.,['https://example.com/apartment_119.jpg'],"{'address': 'Apartment St. 119, Naga City, Camarines Sur', 'latitude': 13.63903, 'longitude': 123.192766}",5494,apartment,deb4f86a-c713-4fc4-8fd1-fb5565d44243,"['laundry', 'parking']",For sale,4a7e5b02-d892-4357-bca8-fad4cb771fa7,2025-10-04 05:04:08.707836
Apartment 120,Synthetic apartment data 120 in Naga City for testing ML clustering.,['https://example.com/apartment_120.jpg'],"{'address': 'Apartment St. 120, Naga City, Camarines Sur', 'latitude': 13.63892, 'longitude': 123.193002}",17272,apartment,3c1f985f-d950-4697-8f52-d841da63dd70,"['parking', 'balcony']",fully booked,f2aaab96-356f-46c0-b8e9-f4b287c1d549,2025-10-04 05:04:08.707891
Apartment 121,Synthetic apartment data 121 in Naga City for testing ML clustering.,['https://example.com/apartment_121.jpg'],"{'address': 'Apartment St. 121, Naga City, Camarines Sur', 'latitude': 13.614369, 'longitude': 123.184987}",17240,apartment,294dccc2-d5bd-4f35-83f0-2d13cb5dfa2e,"['aircon', 'security', 'wifi']",For sale,bf902c50-8464-4ac1-b886-ad468b050c64,2025-10-04 05:04:08.707954
Apartment 122,Synthetic apartment data 122 in Naga City for testing ML clustering.,['https://example.com/apartment_122.jpg'],"{'address': 'Apartment St. 122, Naga City, Camarines Sur', 'latitude': 13.638901, 'longitude': 123.18656}",16382,apartment,3ab5974b-f9ed-44e5-a414-f79e93a44d09,[],For sale,5d9f4ef2-601f-4ff6-b033-c4aa3b9136ed,2025-10-04 05:04:08.708008
Apartment 123,Synthetic apartment data 123 in Naga City for testing ML clustering.,['https://example.com/apartment_123.jpg'],"{'address': 'Apartment St. 123, Naga City, Camarines Sur', 'latitude': 13.633166, 'longitude': 123.186821}",3676,apartment,05f690d9-e91b-4bec-bdae-a1dabe9c6405,"['laundry', 'balcony']",available,739dba1a-a226-4916-a62c-4856fc016460,2025-10-04 05:04:08.708068
Apartment 124,Synthetic apartment data 124 in Naga City for testing ML clustering.,['https://example.com/apartment_124.jpg'],"{'address': 'Apartment St. 124, Naga City, Camarines Sur', 'latitude': 13.619764, 'longitude': 123.188433}",15383,apartment,6a6d486f-dd18-445c-a843-a9ad75cbafe4,[],For sale,f3543ebe-f202-4efd-9387-a7b764a5e1a9,2025-10-04 05:04:08.708128
Apartment 125,Synthetic apartment data 125 in Naga City for testing ML clustering.,['https://example.com/apartment_125.jpg'],"{'address': 'Apartment St. 125, Naga City, Camarines Sur', 'latitude': 13.616227, 'longitude': 123.186573}",17784,apartment,a2615d12-cfc2-4dca-92f0-6297765e5f8a,['security'],For rent,34b4b382-1829-4f7e-9d0e-9694508e6b60,2025-10-04 05:04:08.708186
Apartment 126,Synthetic apartment data 126 in Naga City for testing ML clustering.,['https://example.com/apartment_126.jpg'],"{'address': 'Apartment St. 126, Naga City, Camarines Sur', 'latitude': 13.630976, 'longitude': 123.195589}",12682,apartment,7228931b-e9f3-4914-8e46-19c12d8ffd23,"['laundry', 'balcony', 'parking']",For rent,2ae532b4-c59a-4b45-b976-db68dc6c99af,2025-10-04 05:04:08.708246
Apartment 127,Synthetic apartment data 127 in Naga City for testing ML clustering.,['https://example.com/apartment_127.jpg'],"{'address': 'Apartment St. 127, Naga City, Camarines Sur', 'latitude': 13.620374, 'longitude': 123.193291}",9176,apartment,5d1a8e7b-d66e-41df-ae20-6d356b8bb213,['balcony'],For rent,30994629-9cdf-4283-a7b7-1c57532594af,2025-10-04 05:04:08.708303
Apartment 128,Synthetic apartment data 128 in Naga City for testing ML clustering.,['https://example.com/apartment_128.jpg'],"{'address': 'Apartment St. 128, Naga City, Camarines Sur', 'latitude': 13.62217, 'longitude': 123.201589}",4358,apartment,e0a3d31a-ebe1-4768-8d6d-25772e7a7efb,"['laundry', 'aircon', 'balcony']",For rent,ac18d4c2-8ffd-47e7-8670-e39312ebfd2b,2025-10-04 05:04:08.708358
Apartment 129,Synthetic apartment data 129 in Naga City for testing ML clustering.,['https://example.com/apartment_129.jpg'],"{'address': 'Apartment St. 129, Naga City, Camarines Sur', 'latitude': 13.620072, 'longitude': 123.192097}",6623,apartment,6c73de2c-86c5-481e-8b53-9942899a4922,"['wifi', 'aircon']",available,5d8ab909-4ae8-4079-924b-9536dd6aab00,2025-10-04 05:04:08.708413
Apartment 130,Synthetic apartment data 130 in Naga City for testing ML clustering.,['https://example.com/apartment_130.jpg'],"{'address': 'Apartment St. 130, Naga City, Camarines Sur', 'latitude': 13.607017, 'longitude': 123.19283}",11286,apartment,6db3c3c9-d9df-47ab-9360-03896faa4737,[],available,e168b289-9baa-44bc-b1db-9e6611a7246f,2025-10-04 05:04:08.708470
Apartment 131,Synthetic apartment data 131 in Naga City for testing ML clustering.,['https://example.com/apartment_131.jpg'],"{'address': 'Apartment St. 131, Naga City, Camarines Sur', 'latitude': 13.630311, 'longitude': 123.195326}",15604,apartment,febb05a7-81d3-4a87-8a2e-102654cb58e3,[],For rent,d185b61d-82c5-4341-aabd-019259ab1862,2025-10-04 05:04:08.708530
Apartment 132,Synthetic apartment data 132 in Naga City for testing ML clustering.,['https://example.com/apartment_132.jpg'],"{'address': 'Apartment St. 132, Naga City, Camarines Sur', 'latitude': 13.627681, 'longitude': 123.178079}",6579,apartment,ea53d975-298b-4cc4-a508-5c2c34fdebff,"['parking', 'laundry']",For rent,073d1357-394c-40e2-a2d5-56a589e85610,2025-10-04 05:04:08.708586
Apartment 133,Synthetic apartment data 133 in Naga City for testing ML clustering.,['https://example.com/apartment_133.jpg'],"{'address': 'Apartment St. 133, Naga City, Camarines Sur', 'latitude': 13.630759, 'longitude': 123.188692}",10240,apartment,521b2b13-29f1-451b-b4b4-1c02a6b71870,['balcony'],For rent,97a5bae7-605f-437d-93d9-ffe747b34c66,2025-10-04 05:04:08.708641
Apartment 134,Synthetic apartment data 134 in Naga City for testing ML clustering.,['https://example.com/apartment_134.jpg'],"{'address': 'Apartment St. 134, Naga City, Camarines Sur', 'latitude': 13.611636, 'longitude': 123.189649}",17075,apartment,b18b2a24-d150-4e7c-8511-a81a31258a10,[],available,6ff547a7-c6b1-485c-8454-5bf5e161a316,2025-10-04 05:04:08.708699
Apartment 135,Synthetic apartment data 135 in Naga City for testing ML clustering.,['https://example.com/apartment_135.jpg'],"{'address': 'Apartment St. 135, Naga City, Camarines Sur', 'latitude': 13.628366, 'longitude': 123.201979}",13706,apartment,7d6bdafd-71bf-42c3-8239-49e4334189a1,"['laundry', 'aircon']",available,64a371f1-b11a-465d-9220-798f0e82ab6f,2025-10-04 05:04:08.708759
Apartment 136,Synthetic apartment data 136 in Naga City for testing ML clustering.,['https://example.com/apartment_136.jpg'],"{'address': 'Apartment St. 136, Naga City, Camarines Sur', 'latitude': 13.626361, 'longitude': 123.201236}",18144,apartment,c78dd8d0-5196-46e9-a3e8-64c700b7cd2f,"['aircon', 'parking']",For rent,033a11e2-22ed-40de-82e1-90226fd14709,2025-10-04 05:04:08.708816
Apartment 137,Synthetic apartment data 137 in Naga City for testing ML clustering.,['https://example.com/apartment_137.jpg'],"{'address': 'Apartment St. 137, Naga City, Camarines Sur', 'latitude': 13.622727, 'longitude': 123.204773}",17974,apartment,ec7afc57-6173-4f5c-a326-d94fefb59f06,"['parking', 'wifi']",fully booked,ca4e2ca0-6a18-4637-ab30-01786517dd9c,2025-10-04 05:04:08.708872
Apartment 138,Synthetic apartment data 138 in Naga City for testing ML clustering.,['https://example.com/apartment_138.jpg'],"{'address': 'Apartment St. 138, Naga City, Camarines Sur', 'latitude': 13.607663, 'longitude': 123.179185}",1525,apartment,86a28231-512a-4d1a-a572-f4c584009e41,[],For sale,857aaf3c-9a66-4a1a-84f7-bce10e36fc13,2025-10-04 05:04:08.708925
Apartment 139,Synthetic apartment data 139 in Naga City for testing ML clustering.,['https://example.com/apartment_139.jpg'],"{'address': 'Apartment St. 139, Naga City, Camarines Sur', 'latitude': 13.610614, 'longitude': 123.180863}",11694,apartment,b7ad8e67-7407-4b7c-a7cb-9f584a5cc428,[],For rent,c019a676-cf49-404e-b921-c6557e02df21,2025-10-04 05:04:08.708987
Apartment 140,Synthetic apartment data 140 in Naga City for testing ML clustering.,['https://example.com/apartment_140.jpg'],"{'address': 'Apartment St. 140, Naga City, Camarines Sur', 'latitude': 13.612054, 'longitude': 123.183447}",11057,apartment,b9f5ff3f-4f36-4401-b0bd-7540691abf78,[],fully booked,a7766def-4758-47c0-8a1e-4f3bd181984d,2025-10-04 05:04:08.709043
Apartment 141,Synthetic apartment data 141 in Naga City for testing ML clustering.,['https://example.com/apartment_141.jpg'],"{'address': 'Apartment St. 141, Naga City, Camarines Sur', 'latitude': 13.614454, 'longitude': 123.197063}",18595,apartment,974198a7-bc46-4d4b-82b8-cbd9d996fca7,['balcony'],fully booked,5ee1e9c5-2198-400c-b3f2-b6b54f23d5fc,2025-10-04 05:04:08.709168
